UID;Time;Result;s8;s7;S6;S5;S4;S3;S2;S1;T1;T2
A46ZGTLP;43496.63174;7.92771E+11;10;4;6;35;16;29;21;25;33;4
A46ZGTNT;43496.63182;7.92771E+11;10;4;6;35;16;29;23;29;33;4
A46ZGTOE;43496.63184;7.92771E+11;10;4;6;35;16;29;24;14;33;4
A46ZGTOT;43496.63186;7.92771E+11;10;4;6;35;16;29;24;29;33;4
A46ZGTP8;43496.63188;7.92771E+11;10;4;6;35;16;29;25;8;33;4
A46ZGTPD;43496.63189;7.92771E+11;10;4;6;35;16;29;25;13;33;4
A46ZGTPO;43496.6319;7.92771E+11;10;4;6;35;16;29;25;24;33;4
A46ZGTR1;43496.63196;7.92771E+11;10;4;6;35;16;29;27;1;33;4
A46ZGTRY;43496.63199;7.92771E+11;10;4;6;35;16;29;27;34;33;4
A46ZGTS0;43496.63199;7.92771E+11;10;4;6;35;16;29;28;0;33;4
A46ZGTSC;43496.63201;7.92771E+11;10;4;6;35;16;29;28;12;33;4
A46ZGTSJ;43496.63201;7.92771E+11;10;4;6;35;16;29;28;19;33;4
A46ZGTSZ;43496.63204;7.92771E+11;10;4;6;35;16;29;28;35;33;4
A46ZGTT3;43496.63204;7.92771E+11;10;4;6;35;16;29;29;3;33;4
A46ZGTT8;43496.63205;7.92771E+11;10;4;6;35;16;29;29;8;33;4
A46ZGTTN;43496.63206;7.92771E+11;10;4;6;35;16;29;29;23;33;4
A46ZGTTO;43496.63206;7.92771E+11;10;4;6;35;16;29;29;24;33;4
A46ZGTVF;43496.63214;7.92771E+11;10;4;6;35;16;29;31;15;33;4
A46ZGTVN;43496.63214;7.92771E+11;10;4;6;35;16;29;31;23;33;4
A46ZGTVX;43496.63215;7.92771E+11;10;4;6;35;16;29;31;33;33;4
A46ZGTW3;43496.63216;7.92771E+11;10;4;6;35;16;29;32;3;33;4
A46ZGTW5;43496.63216;7.92771E+11;10;4;6;35;16;29;32;5;33;4
A46ZGTW6;43496.63216;7.92771E+11;10;4;6;35;16;29;32;6;33;4
A46ZGTW9;43496.63218;7.92771E+11;10;4;6;35;16;29;32;9;33;4
A46ZGTWX;43496.6322;7.92771E+11;10;4;6;35;16;29;32;33;33;4
A46ZGTY4;43496.63225;7.92771E+11;10;4;6;35;16;29;34;4;33;4
A46ZGTYF;43496.63226;7.92771E+11;10;4;6;35;16;29;34;15;33;4
A46ZGTYV;43496.63228;7.92771E+11;10;4;6;35;16;29;34;31;33;4
A46ZGTZI;43496.6323;7.92771E+11;10;4;6;35;16;29;35;18;33;4
A46ZGTZQ;43496.63231;7.92771E+11;10;4;6;35;16;29;35;26;33;4
A46ZGU0Y;43496.63237;7.92771E+11;10;4;6;35;16;30;0;34;33;4
A46ZGU3H;43496.63248;7.92771E+11;10;4;6;35;16;30;3;17;33;4
A46ZGU4I;43496.63251;7.92771E+11;10;4;6;35;16;30;4;18;33;4
A46ZGU6Y;43496.63262;7.92771E+11;10;4;6;35;16;30;6;34;33;4
A46ZGU84;43496.63266;7.92771E+11;10;4;6;35;16;30;8;4;33;4
A46ZGU87;43496.63267;7.92771E+11;10;4;6;35;16;30;8;7;33;4
A46ZGU8R;43496.6327;7.92771E+11;10;4;6;35;16;30;8;27;33;4
A46ZGU91;43496.63271;7.92771E+11;10;4;6;35;16;30;9;1;33;4
A46ZGUBJ;43496.63281;7.92771E+11;10;4;6;35;16;30;11;19;33;4
A46ZGUBU;43496.63282;7.92771E+11;10;4;6;35;16;30;11;30;33;4
A46ZGUBZ;43496.63282;7.92771E+11;10;4;6;35;16;30;11;35;33;4
A46ZGUCB;43496.63284;7.92771E+11;10;4;6;35;16;30;12;11;33;4
A46ZGUCR;43496.63286;7.92771E+11;10;4;6;35;16;30;12;27;33;4
A46ZGUDA;43496.63288;7.92771E+11;10;4;6;35;16;30;13;10;33;4
A46ZGUGA;43496.63301;7.92771E+11;10;4;6;35;16;30;16;10;33;4
A46ZGUH6;43496.63304;7.92771E+11;10;4;6;35;16;30;17;6;33;4
A46ZGUHD;43496.63306;7.92771E+11;10;4;6;35;16;30;17;13;33;4
A46ZGUKU;43496.63319;7.92771E+11;10;4;6;35;16;30;20;30;33;4
A46ZGULJ;43496.63323;7.92771E+11;10;4;6;35;16;30;21;19;33;4
A46ZGUM0;43496.63324;7.92771E+11;10;4;6;35;16;30;22;0;33;4
A46ZGUM2;43496.63325;7.92771E+11;10;4;6;35;16;30;22;2;33;4
A46ZGUMI;43496.63326;7.92771E+11;10;4;6;35;16;30;22;18;33;4
A46ZGUML;43496.63326;7.92771E+11;10;4;6;35;16;30;22;21;33;4
A46ZGUMT;43496.63328;7.92771E+11;10;4;6;35;16;30;22;29;33;4
A46ZGUNT;43496.63332;7.92771E+11;10;4;6;35;16;30;23;29;33;4
A46ZGUNU;43496.63332;7.92771E+11;10;4;6;35;16;30;23;30;33;4
A46ZGUOH;43496.63334;7.92771E+11;10;4;6;35;16;30;24;17;33;4
A46ZGUOP;43496.63336;7.92771E+11;10;4;6;35;16;30;24;25;33;4
A46ZGUOQ;43496.63336;7.92771E+11;10;4;6;35;16;30;24;26;33;4
A46ZGUQ9;43496.63343;7.92771E+11;10;4;6;35;16;30;26;9;33;4
A46ZGUQH;43496.63343;7.92771E+11;10;4;6;35;16;30;26;17;33;4
A46ZGUQQ;43496.63344;7.92771E+11;10;4;6;35;16;30;26;26;33;4
A46ZGUQS;43496.63345;7.92771E+11;10;4;6;35;16;30;26;28;33;4
A46ZGUXE;43496.63372;7.92771E+11;10;4;6;35;16;30;33;14;33;4
A4719KVC;43500.12863;7.92774E+11;10;4;7;1;9;20;31;12;14;25
A471FZ0K;43500.47385;7.92774E+11;10;4;7;1;15;35;0;20;23;0
A47285DL;43501.99539;7.92776E+11;10;4;7;2;8;5;13;21;29;14
A472EY4E;43502.36251;7.92776E+11;10;4;7;2;14;34;4;14;28;2
A47304PM;43503.5064;7.92777E+11;10;4;7;3;0;4;25;22;2;21
A47338HS;43503.67407;7.92777E+11;10;4;7;3;3;8;17;28;8;16
A4749N30;43505.96396;7.92779E+11;10;4;7;4;9;23;3;0;31;17
A4754DPM;43507.6239;7.92781E+11;10;4;7;5;4;13;25;22;3;6
A4756D6E;43507.7311;7.92781E+11;10;4;7;5;6;13;6;14;32;25
A475N8RR;43508.64249;7.92782E+11;10;4;7;5;23;8;27;27;30;7
A476K5O4;43510.41984;7.92783E+11;10;4;7;6;20;5;24;4;22;27
A476KFEJ;43510.43443;7.92783E+11;10;4;7;6;20;15;14;19;6;24
A4773AXU;43511.45374;7.92784E+11;10;4;7;7;3;10;33;30;32;16
A4773GWH;43511.46269;7.92784E+11;10;4;7;7;3;16;32;17;1;22
A4779C1B;43511.77939;7.92784E+11;10;4;7;7;9;12;1;11;28;19
A478N4S7;43514.46851;7.92787E+11;10;4;7;8;23;4;28;7;2;26
A478NNX8;43514.49721;7.92787E+11;10;4;7;8;23;23;33;8;23;24
A47930CO;43515.32586;7.92787E+11;10;4;7;9;3;0;12;24;2;18
A479M9O2;43516.36583;7.92788E+11;10;4;7;9;22;9;24;2;27;22
A47A5357;43517.38205;7.92789E+11;10;4;7;10;5;3;5;7;30;20
A47A70TI;43517.48656;7.92789E+11;10;4;7;10;7;0;29;18;12;21
A47C7NME;43521.40876;7.92793E+11;10;4;7;12;7;23;22;14;29;35
A47C92YQ;43521.48578;7.92793E+11;10;4;7;12;9;2;34;26;20;13
A47CSWTS;43522.55657;7.92794E+11;10;4;7;12;28;32;29;28;0;14
A47CT8Q3;43522.57441;7.92794E+11;10;4;7;12;29;8;26;3;17;28
A47D8RYN;43523.41328;7.92794E+11;10;4;7;13;8;27;34;23;20;17
A47DQ500;43524.35083;7.92795E+11;10;4;7;13;26;5;0;0;13;8
A47DUIRK;43524.58748;7.92795E+11;10;4;7;13;30;18;27;20;18;25
A47DUIRK;43524.58748;7.92795E+11;10;4;7;13;30;18;27;20;18;25
A47FUDJF;43525.46764;7.92799E+11;10;4;7;15;30;13;19;15;22;26
A47HXKSU;43529.52853;7.92802E+11;10;4;7;17;33;20;28;30;6;4
A47HYRCU;43529.59236;7.92802E+11;10;4;7;17;34;27;12;30;7;3
A47HYRCU;43529.59236;7.92802E+11;10;4;7;17;34;27;12;30;7;3
A47HZ6BK;43529.61481;7.92802E+11;10;4;7;17;35;6;11;20;14;23
A47IEXOK;43530.46586;7.92803E+11;10;4;7;18;14;33;24;20;11;32
A47IHQW6;43530.61767;7.92803E+11;10;4;7;18;17;26;32;6;13;13
A47IHQW6;43530.61767;7.92803E+11;10;4;7;18;17;26;32;6;13;13
A47IX9OP;43531.45586;7.92804E+11;10;4;7;18;33;9;24;25;3;24
A47IZV0Q;43531.59586;7.92804E+11;10;4;7;18;35;31;0;26;0;34
A47JDRXV;43532.34723;7.92805E+11;10;4;7;19;13;27;33;31;16;4
A47JK7LM;43532.69473;7.92805E+11;10;4;7;19;20;7;21;22;26;5
A47KYCDD;43535.40189;7.92807E+11;10;4;7;20;34;12;13;13;15;4
A47KYCDD;43535.40189;7.92807E+11;10;4;7;20;34;12;13;13;15;4
A47KYKX2;43535.41471;7.92807E+11;10;4;7;20;34;20;33;2;1;0
A47L1RPU;43535.58691;7.92807E+11;10;4;7;21;1;27;25;30;1;0
A47LJFH4;43536.54054;7.92808E+11;10;4;7;21;19;15;17;4;2;33
A47M0B1O;43537.4519;7.92809E+11;10;4;7;22;0;11;1;24;13;28
A47M1MYS;43537.52377;7.92809E+11;10;4;7;22;1;22;34;28;6;5
A47MJXI6;43538.51159;7.9281E+11;10;4;7;22;19;33;18;6;31;4
A47N3RMY;43539.58279;7.92811E+11;10;4;7;23;3;27;22;34;26;3
A47N5O3H;43539.68547;7.92811E+11;10;4;7;23;5;24;3;17;7;26
A47OC9P7;43541.98588;7.92813E+11;10;4;7;24;12;9;25;7;20;21
A47OMQEB;43542.55093;7.92813E+11;10;4;7;24;22;26;14;11;17;26
A47OO7UJ;43542.6311;7.92813E+11;10;4;7;24;24;7;30;19;24;20
A47P4F28;43543.50593;7.92814E+11;10;4;7;25;4;15;2;8;26;30
A47P80EY;43543.69995;7.92814E+11;10;4;7;25;8;0;14;34;5;2
A47P80F6;43543.69997;7.92814E+11;10;4;7;25;8;0;15;6;5;2
A47PR74G;43544.73602;7.92815E+11;10;4;7;25;27;7;4;16;20;21
A47Q8FKF;43545.66668;7.92816E+11;10;4;7;26;8;15;20;15;25;19
A47QLLVX;43546.37816;7.92817E+11;10;4;7;26;21;21;31;33;20;4
A47QP0IV;43546.56212;7.92817E+11;10;4;7;26;25;0;18;31;23;22
A47QP0IV;43546.56212;7.92817E+11;10;4;7;26;25;0;18;31;23;22
A47QPT7A;43546.60513;7.92817E+11;10;4;7;26;25;29;7;10;28;9
A47S6LOB;43549.45584;7.92819E+11;10;4;7;28;6;21;24;11;16;4
A47S7Y4R;43549.52853;7.92819E+11;10;4;7;28;7;34;4;27;24;11
A47STRPU;43550.70691;7.9282E+11;10;4;7;28;29;27;25;30;4;31
A47STRPU;43550.70691;7.9282E+11;10;4;7;28;29;27;25;30;4;31
A47T8KEI;43551.50594;7.92821E+11;10;4;7;29;8;20;14;18;9;32
A47TASCS;43551.62586;7.92821E+11;10;4;7;29;10;28;12;28;5;4
A47TOMB8;43552.3728;7.92822E+11;10;4;7;29;24;22;11;8;21;27
A47U785O;43553.37757;7.92823E+11;10;4;7;30;7;8;5;24;1;10
A47U785O;43553.37757;7.92823E+11;10;4;7;30;7;8;5;24;1;10
A47U8AP6;43553.43538;7.92823E+11;10;4;7;30;8;10;25;6;22;18
A47UBD7S;43553.60116;7.92823E+11;10;4;7;30;11;13;7;28;6;17
A47VRTIY;43556.43362;7.92825E+11;10;4;7;31;27;29;18;34;0;10
A47VSHNU;43556.46983;7.92825E+11;10;4;7;31;28;17;23;30;8;23
A47WERLZ;43557.67274;7.92826E+11;10;4;7;32;14;27;21;35;13;23
A47WQ4IO;43558.28611;7.92827E+11;10;4;7;32;26;4;18;24;21;8
A47XAVGG;43559.40652;7.92828E+11;10;4;7;33;10;31;16;16;32;31
A47XCXTR;43559.51807;7.92828E+11;10;4;7;33;12;33;29;27;2;12
A47XU4WA;43560.44668;7.92829E+11;10;4;7;33;30;4;32;10;15;23
A47Y2BXO;43560.88924;7.92829E+11;10;4;7;34;2;11;33;24;9;31
A47ZE39L;43563.46823;7.92831E+11;10;4;7;35;14;3;9;21;9;23
A47ZYUNW;43564.58933;7.92832E+11;10;4;7;35;34;30;23;32;21;18
A47ZYZ8Y;43564.5962;7.92832E+11;10;4;7;35;34;35;8;34;4;26
A480E38S;43565.4122;7.92833E+11;10;4;8;0;14;3;8;28;7;20
A480UFQQ;43566.29494;7.92834E+11;10;4;8;0;30;15;26;26;7;20
A480Y9MT;43566.50178;7.92834E+11;10;4;8;0;34;9;22;29;34;5
A481EIVR;43567.37965;7.92835E+11;10;4;8;1;14;18;31;27;16;28
A481FYOE;43567.45735;7.92835E+11;10;4;8;1;15;34;24;14;25;10
A481I0XO;43567.56873;7.92835E+11;10;4;8;1;18;0;33;24;33;20
A482XX82;43570.37117;7.92837E+11;10;4;8;2;33;33;8;2;0;21
A482YB65;43570.39208;7.92837E+11;10;4;8;2;34;11;6;5;4;16
A482ZV51;43570.47604;7.92838E+11;10;4;8;2;35;31;5;1;27;5
A4831PS6;43570.57601;7.92838E+11;10;4;8;3;1;25;28;6;33;25
A483GRTI;43571.38906;7.92838E+11;10;4;8;3;16;27;29;18;24;0
A483GW65;43571.39558;7.92838E+11;10;4;8;3;16;32;6;5;18;31
A48408U6;43572.44059;7.92839E+11;10;4;8;4;0;8;30;6;24;33
A4842QVB;43572.57564;7.92839E+11;10;4;8;4;2;26;31;11;24;23
A486PHF0;43577.69146;7.92844E+11;10;4;8;6;25;17;15;0;22;12
A4875MV8;43578.56363;7.92845E+11;10;4;8;7;5;22;31;8;10;17
A487M23O;43579.45049;7.92845E+11;10;4;8;7;22;2;3;24;31;27
A487M23O;43579.45049;7.92845E+11;10;4;8;7;22;2;3;24;31;27
A487MNO3;43579.48284;7.92845E+11;10;4;8;7;22;23;24;3;2;6
A4884DP8;43580.43988;7.92846E+11;10;4;8;8;4;13;25;8;2;32
A488NN1S;43581.47991;7.92847E+11;10;4;8;8;23;23;1;28;26;9
A488Q2GX;43581.61103;7.92847E+11;10;4;8;8;26;2;16;33;29;22
A489O2PI;43583.4474;7.92849E+11;10;4;8;9;24;2;25;18;19;34
A48A6BDY;43584.43241;7.9285E+11;10;4;8;10;6;11;13;34;5;15
A48APETJ;43585.46355;7.9285E+11;10;4;8;10;25;14;29;19;10;11
A48APETJ;43585.46355;7.9285E+11;10;4;8;10;25;14;29;19;10;11
A48APH9D;43585.46722;7.9285E+11;10;4;8;10;25;17;9;13;1;6
A48C7RB9;43587.3983;7.92853E+11;10;4;8;12;7;27;11;9;18;25
A48C7RB9;43587.3983;7.92853E+11;10;4;8;12;7;27;11;9;18;25
A48CPY4D;43588.38051;7.92854E+11;10;4;8;12;25;34;4;13;26;12
A48CSOT0;43588.52854;7.92854E+11;10;4;8;12;28;24;29;0;12;5
A48D0FKL;43588.94669;7.92854E+11;10;4;8;13;0;15;20;21;14;20
A48EBTGI;43591.50552;7.92857E+11;10;4;8;14;11;29;16;18;21;29
A48EDXM8;43591.61976;7.92857E+11;10;4;8;14;13;33;22;8;14;7
A48FAVJ0;43593.39862;7.92858E+11;10;4;8;15;10;31;19;0;15;30
A48FGELC;43593.69722;7.92858E+11;10;4;8;15;16;14;21;12;7;19
A48GC9LU;43595.41774;7.9286E+11;10;4;8;16;12;9;21;30;20;26
A48GDTCI;43595.50135;7.9286E+11;10;4;8;16;13;29;12;18;18;18
A48GE3MI;43595.51677;7.9286E+11;10;4;8;16;14;3;22;18;34;15
A48HXHPG;43598.50789;7.92863E+11;10;4;8;17;33;17;25;16;2;18
A48HZOYK;43598.62677;7.92863E+11;10;4;8;17;35;24;34;20;11;34
A48I0OSG;43598.68051;7.92863E+11;10;4;8;18;0;24;28;16;14;33
A48IGADX;43599.52291;7.92863E+11;10;4;8;18;16;10;13;33;7;29
A48IZI8O;43600.56069;7.92864E+11;10;4;8;18;35;18;8;24;14;21
A48IZIDO;43600.5609;7.92864E+11;10;4;8;18;35;18;13;24;14;21
A48IZIP2;43600.56138;7.92864E+11;10;4;8;18;35;18;25;2;14;21
A48IZIP3;43600.56138;7.92864E+11;10;4;8;18;35;18;25;3;14;21
A48IZIP4;43600.56138;7.92864E+11;10;4;8;18;35;18;25;4;14;21
A48IZK2I;43600.56344;7.92864E+11;10;4;8;18;35;20;2;18;14;21
A48IZK3M;43600.56348;7.92864E+11;10;4;8;18;35;20;3;22;14;21
A48IZK3N;43600.56348;7.92864E+11;10;4;8;18;35;20;3;23;14;21
A48IZKH8;43600.56405;7.92864E+11;10;4;8;18;35;20;17;8;14;21
A48IZKLO;43600.56424;7.92864E+11;10;4;8;18;35;20;21;24;14;21
A48IZKNM;43600.56432;7.92864E+11;10;4;8;18;35;20;23;22;14;21
A48IZKUA;43600.56459;7.92864E+11;10;4;8;18;35;20;30;10;14;21
A48IZKXW;43600.56475;7.92864E+11;10;4;8;18;35;20;33;32;14;21
A48IZLEU;43600.56545;7.92864E+11;10;4;8;18;35;21;14;30;14;21
A48IZLKY;43600.56571;7.92864E+11;10;4;8;18;35;21;20;34;14;21
A48IZLNQ;43600.56582;7.92864E+11;10;4;8;18;35;21;23;26;14;21
A48J0U49;43600.6325;7.92864E+11;10;4;8;19;0;30;4;9;14;21
A48JGG2L;43601.47544;7.92865E+11;10;4;8;19;16;16;2;21;8;33
A48K8GR2;43602.98846;7.92866E+11;10;4;8;20;8;16;27;2;14;12
A48LK8U2;43605.56858;7.92869E+11;10;4;8;21;20;8;30;2;5;0
A48LREJ2;43605.95513;7.92869E+11;10;4;8;21;27;14;19;2;6;2
A48LZ2Y7;43606.36976;7.92869E+11;10;4;8;21;35;2;34;7;16;4
A48LZ2Y7;43606.36976;7.92869E+11;10;4;8;21;35;2;34;7;16;4
A48M16ZY;43606.48383;7.9287E+11;10;4;8;22;1;6;35;34;14;22
A48MKNMQ;43607.53478;7.9287E+11;10;4;8;22;20;23;22;26;30;0
A48N21EB;43608.47343;7.92871E+11;10;4;8;23;2;1;14;11;7;30
A48N5O4M;43608.66953;7.92871E+11;10;4;8;23;5;24;4;22;16;13
A48NKZL5;43609.49671;7.92872E+11;10;4;8;23;20;35;21;5;23;34
A48P493N;43612.48098;7.92875E+11;10;4;8;25;4;9;3;23;6;13
A48P5E22;43612.54242;7.92875E+11;10;4;8;25;5;14;2;2;12;15
A48PP33S;43613.60598;7.92876E+11;10;4;8;25;25;3;3;28;7;23
A48Q3JAU;43614.38628;7.92876E+11;10;4;8;26;3;19;10;30;2;12
A48Q7TK5;43614.61766;7.92877E+11;10;4;8;26;7;29;20;5;26;26
A48Q7TK5;43614.61766;7.92877E+11;10;4;8;26;7;29;20;5;26;26
A48SDGVA;43618.81064;7.9288E+11;10;4;8;28;13;16;31;10;12;18
A48SOO66;43619.41559;7.92881E+11;10;4;8;28;24;24;6;6;29;11
A48T9E99;43620.53471;7.92882E+11;10;4;8;29;9;14;9;9;3;13
A48T9E99;43620.53471;7.92882E+11;10;4;8;29;9;14;9;9;3;13
A48TPEVW;43621.39965;7.92882E+11;10;4;8;29;25;14;31;32;30;20
A48TSS62;43621.58159;7.92883E+11;10;4;8;29;28;28;6;2;1;11
A48UA9WF;43622.52618;7.92883E+11;10;4;8;30;10;9;32;15;27;14
A48UPS5G;43623.36355;7.92884E+11;10;4;8;30;25;28;5;16;17;23
A48V6QOG;43624.27935;7.92885E+11;10;4;8;31;6;26;24;16;3;18
A48WV2JF;43627.53714;7.92888E+11;10;4;8;32;31;2;19;15;15;9
A48WYTQW;43627.73995;7.92888E+11;10;4;8;32;34;29;26;32;8;5
A48X8S68;43628.27759;7.92888E+11;10;4;8;33;8;28;6;8;10;22
A48XGDPG;43628.68789;7.92889E+11;10;4;8;33;16;13;25;16;17;31
A48XGEMI;43628.68927;7.92889E+11;10;4;8;33;16;14;22;18;6;29
A48XGEMI;43628.68927;7.92889E+11;10;4;8;33;16;14;22;18;6;29
A48YDBKL;43630.46669;7.9289E+11;10;4;8;34;13;11;20;21;17;12
A48YIMNI;43630.75331;7.9289E+11;10;4;8;34;18;22;23;18;14;26
A48ZYILY;43633.55524;7.92893E+11;10;4;8;35;34;18;21;34;13;24
A48ZZWMP;43633.63028;7.92893E+11;10;4;8;35;35;32;22;25;33;27
A490DBP7;43634.35487;7.92894E+11;10;4;9;0;13;11;25;7;21;32
A490EDAA;43634.41126;7.92894E+11;10;4;9;0;14;13;10;10;0;22
A490EDAA;43634.41126;7.92894E+11;10;4;9;0;14;13;10;10;0;22
A490HRF1;43634.59446;7.92894E+11;10;4;9;0;17;27;15;1;5;11
A490ZKMV;43635.55628;7.92895E+11;10;4;9;0;35;20;22;31;19;26
A491L0PP;43636.7144;7.92896E+11;10;4;9;1;21;0;25;25;28;30
A491L0PP;43636.7144;7.92896E+11;10;4;9;1;21;0;25;25;28;30
A491XGNT;43637.38632;7.92896E+11;10;4;9;1;33;16;23;29;21;17
A4920JZG;43637.55331;7.92896E+11;10;4;9;2;0;19;35;16;33;30
A493JR3K;43640.53398;7.92899E+11;10;4;9;3;19;27;3;20;24;13
A493KRCA;43640.58834;7.92899E+11;10;4;9;3;20;27;12;10;29;2
A49447IQ;43641.63861;7.929E+11;10;4;9;4;4;7;18;26;34;1
A494J95A;43642.45105;7.92901E+11;10;4;9;4;19;9;5;10;22;23
A494MSPA;43642.64238;7.92901E+11;10;4;9;4;22;28;25;10;19;24
A495506Q;43643.62561;7.92902E+11;10;4;9;5;5;0;6;26;16;18
A4955A1U;43643.64041;7.92902E+11;10;4;9;5;5;10;1;30;9;1
A4955A1U;43643.64041;7.92902E+11;10;4;9;5;5;10;1;30;9;1
A495MHSA;43644.57001;7.92902E+11;10;4;9;5;22;17;28;10;28;2
A497KIKW;43647.3512;7.92906E+11;10;4;9;7;20;18;20;32;5;11
A497L62D;43647.38642;7.92906E+11;10;4;9;7;21;6;2;13;9;22
A497P21F;43647.59639;7.92906E+11;10;4;9;7;25;2;1;15;14;35
A497P21F;43647.59639;7.92906E+11;10;4;9;7;25;2;1;15;14;35
A4986VSE;43648.55902;7.92907E+11;10;4;9;8;6;31;28;14;15;20
A498877M;43648.63015;7.92907E+11;10;4;9;8;8;7;7;22;10;21
A498877M;43648.63015;7.92907E+11;10;4;9;8;8;7;7;22;10;21
A498NKHO;43649.46007;7.92908E+11;10;4;9;8;23;20;17;24;32;29
A4993M3U;43650.32649;7.92908E+11;10;4;9;9;3;22;3;30;0;27
A499OIL0;43651.45521;7.92909E+11;10;4;9;9;24;18;21;0;21;30
A49B6QOB;43654.38334;7.92912E+11;10;4;9;11;6;26;24;11;30;16
A49BTS2M;43655.62744;7.92913E+11;10;4;9;11;29;28;2;22;30;3
A49C8GNI;43656.42031;7.92914E+11;10;4;9;12;8;16;23;18;24;20
A49CCC2X;43656.62944;7.92914E+11;10;4;9;12;12;12;2;33;16;25
A49D8FCK;43658.36235;7.92915E+11;10;4;9;13;8;15;12;20;12;24
A49DBTMD;43658.54576;7.92915E+11;10;4;9;13;11;29;22;13;26;23
A49EWLX4;43661.61221;7.92918E+11;10;4;9;14;32;21;33;4;1;19
A49FTSTK;43663.40456;7.9292E+11;10;4;9;15;29;28;29;20;13;3
A49FTSTK;43663.40456;7.9292E+11;10;4;9;15;29;28;29;20;13;3
A49FXA9K;43663.59273;7.9292E+11;10;4;9;15;33;10;9;20;13;7
A49GDRKY;43664.4827;7.9292E+11;10;4;9;16;13;27;20;34;2;33
A49GTS40;43665.3475;7.92921E+11;10;4;9;16;29;28;4;0;32;8
A49IED8O;43668.40319;7.92924E+11;10;4;9;18;14;13;8;24;35;22
A49IY883;43669.47566;7.92925E+11;10;4;9;18;34;8;8;3;33;17
A49IYOHF;43669.50006;7.92925E+11;10;4;9;18;34;24;17;15;29;27
A49J5JGE;43669.87051;7.92925E+11;10;4;9;19;5;19;16;14;5;2
A49JF0BN;43670.38182;7.92926E+11;10;4;9;19;15;0;11;23;34;6
A49K0D2N;43671.53494;7.92927E+11;10;4;9;20;0;13;2;23;17;12
A49KMR6M;43672.74411;7.92928E+11;10;4;9;20;22;27;6;22;19;10
A49M3QMY;43675.60529;7.9293E+11;10;4;9;22;3;26;22;34;9;27
A49N0HCK;43677.37336;7.92932E+11;10;4;9;23;0;17;12;20;17;10
A49N0HCK;43677.37336;7.92932E+11;10;4;9;23;0;17;12;20;17;10
A49N520W;43677.62037;7.92932E+11;10;4;9;23;5;2;0;32;2;18
A49N5YNC;43677.66931;7.92932E+11;10;4;9;23;5;34;23;12;1;27
A49O26V3;43679.40962;7.92933E+11;10;4;9;24;2;6;31;3;26;27
A49O4E64;43679.52859;7.92933E+11;10;4;9;24;4;14;6;4;0;5
A49O5BT8;43679.57905;7.92934E+11;10;4;9;24;5;11;29;8;1;14
A49O5BT8;43679.57905;7.92934E+11;10;4;9;24;5;11;29;8;1;14
A49PLMBK;43682.40281;7.92936E+11;10;4;9;25;21;22;11;20;19;9
A49PT8R1;43682.81446;7.92936E+11;10;4;9;25;29;8;27;1;15;16
A49Q3O3J;43683.37748;7.92937E+11;10;4;9;26;3;24;3;19;18;3
A49QA5OW;43683.72787;7.92937E+11;10;4;9;26;10;5;24;32;24;12
A49QM3MT;43684.37278;7.92938E+11;10;4;9;26;22;3;22;29;1;15
A49R4Q32;43685.37846;7.92939E+11;10;4;9;27;4;26;3;2;22;8
A49R6MY1;43685.48175;7.92939E+11;10;4;9;27;6;22;34;1;26;6
A49R8L4W;43685.58704;7.92939E+11;10;4;9;27;8;21;4;32;13;29
A49TP5O5;43690.36984;7.92943E+11;10;4;9;29;25;5;24;5;0;34
A49TP5O5;43690.36984;7.92943E+11;10;4;9;29;25;5;24;5;0;34
A49TUCXU;43690.65074;7.92943E+11;10;4;9;29;30;12;33;30;33;2
A49TXDI2;43690.81358;7.92943E+11;10;4;9;29;33;13;18;2;12;20
A49U8DM4;43691.40775;7.92944E+11;10;4;9;30;8;13;22;4;18;9
A49UCFBY;43691.62633;7.92944E+11;10;4;9;30;12;15;11;34;35;30
A49UCFBY;43691.62633;7.92944E+11;10;4;9;30;12;15;11;34;35;30
A49URS5W;43692.45558;7.92945E+11;10;4;9;30;27;28;5;32;22;1
A49V0VBK;43692.94631;7.92945E+11;10;4;9;31;0;31;11;20;29;33
A49VCNNS;43693.58282;7.92946E+11;10;4;9;31;12;23;23;28;26;18
A49WG9Q5;43695.72192;7.92947E+11;10;4;9;32;16;9;26;5;27;21
A49WSQPG;43696.39539;7.92948E+11;10;4;9;32;28;26;25;16;20;27
A49XUPYL;43698.44627;7.9295E+11;10;4;9;33;30;25;34;21;19;29
A49XWCJJ;43698.53414;7.9295E+11;10;4;9;33;32;12;19;19;22;6
A49XWCJJ;43698.53414;7.9295E+11;10;4;9;33;32;12;19;19;22;6
A49XXPOX;43698.60787;7.9295E+11;10;4;9;33;33;25;24;33;24;6
A49YTI5E;43700.32455;7.92951E+11;10;4;9;34;29;18;5;14;17;5
A49YV8M3;43700.41825;7.92952E+11;10;4;9;34;31;8;22;3;21;24
A4A0N8C8;43703.87384;7.92955E+11;10;4;10;0;23;8;12;8;4;27
A4A0YK7L;43704.48565;7.92955E+11;10;4;10;0;34;20;7;21;7;25
A4A16GA8;43704.91176;7.92955E+11;10;4;10;1;6;16;10;8;10;10
A4A16GA8;43704.91176;7.92955E+11;10;4;10;1;6;16;10;8;10;10
A4A1HAMT;43705.49728;7.92956E+11;10;4;10;1;17;10;22;29;8;4
A4A1Z6AE;43706.46277;7.92957E+11;10;4;10;1;35;6;10;14;34;29
